point_id_测试点编号,frame_id_帧编号,timestamp_时间戳,found_是否检测到,cx_中心x,cy_中心y,area_面积,circularity_圆度,Xc_m_相机X,Yc_m_相机Y,Zc_m_相机Z,Xr_m_P1参考X,Yr_m_P1参考Y,Zr_m_P1参考Z,camera_ref_x_m_相机相对P1_X,camera_ref_y_m_相机相对P1_Y,camera_ref_z_m_相机相对P1_Z,tracking_ok_跟踪是否正常,tracking_state_跟踪状态,imu_acc_x_IMU加速度X,imu_acc_y_IMU加速度Y,imu_acc_z_IMU加速度Z,imu_gyro_x_IMU角速度X,imu_gyro_y_IMU角速度Y,imu_gyro_z_IMU角速度Z,valid_3d_points_有效3D点数量
1,0,1777992992.1238058,True,669,119,1358.0,0.8088136139908945,0.002772725885733962,-0.11150003969669342,0.32650884985923767,0.11021334024287376,0.01683064850033874,0.3145610474009607,0.12876525035612696,0.11184247337585446,-0.01661346197827566,True,OK,0.6049396991729736,-0.03997305408120155,-9.469947814941406,-1.1419061422348022,-2.070258140563965,-0.2114635705947876,128
1,1,1777992992.2189445,False,,,1339.5,0.778835740398291,,,,,,,0.12876476581929552,0.11174021279293533,-0.016548884161991257,True,OK,0.6644852161407471,-0.2273455113172531,-9.432273864746094,-1.0502357482910156,-0.8261705636978149,-0.7919624447822571,0
1,2,1777992992.2638884,True,669,119,1344.0,0.7877171983329713,0.00042699839104898274,-0.11357825249433517,0.3300568163394928,0.10746309083422956,0.015402645867643658,0.3183670913338705,0.12863761397235607,0.11166309978343347,-0.01648103597350099,True,OK,0.7688973546028137,-0.08054147660732269,-9.573323249816895,-0.3438127338886261,-0.46364209055900574,-0.007153559476137161,268
1,3,1777992992.3272662,False,,,1355.5,0.7469393842793943,,,,,,,0.12871270611472252,0.11164636140750478,-0.016488414584431243,True,OK,0.6377982497215271,-0.08932100981473923,-9.662734985351562,-0.48654794692993164,-0.501253068447113,-0.8633913993835449,0
1,4,1777992992.3984663,True,669,120,1352.5,0.7812283120536819,0.003143868874758482,-0.11265896260738373,0.32435905933380127,0.11028960547750552,0.015346520427284812,0.31256877130959626,0.12887073088542522,0.11166811334516621,-0.01650206856461554,True,OK,0.6591859459877014,-0.09927603602409363,-9.719222068786621,0.06804673373699188,0.010749065317213535,-0.08120877295732498,33
1,5,1777992992.4649994,True,669,120,1368.0,0.7964953945401217,0.0024388849269598722,-0.11118406057357788,0.32651206851005554,0.11021738554057162,0.017271636831184437,0.3147466295870464,0.1286808299838818,0.11158331981725839,-0.016527248102780303,True,OK,0.5400590300559998,-0.05440908670425415,-9.6862211227417,0.25354906916618347,-0.14058895409107208,-0.2625001072883606,154
1,6,1777992992.518517,False,,,1368.5,0.7868050111349429,,,,,,,0.12870605612838848,0.11157492398945085,-0.016559714701868223,True,OK,0.5780673623085022,-0.0714835673570633,-9.749741554260254,-0.5167680382728577,0.28125864267349243,0.007234200835227966,0
1,7,1777992992.5755434,False,,,1358.0,0.7746174758094218,,,,,,,0.12861395688384164,0.11155003762689411,-0.016582787800046624,True,OK,0.6424972414970398,-0.05837131664156914,-9.665048599243164,0.06646279990673065,0.011492752470076084,0.010621686466038227,0
1,8,1777992992.6505768,True,669,120,1358.5,0.7935833837237075,0.005858801305294037,-0.1031590923666954,0.3083133101463318,0.11458747003455054,0.02350971186674004,0.29610911931712125,0.12871085466342697,0.11156186232923246,-0.01658972927301831,True,OK,0.6044666171073914,-0.08431409299373627,-9.617999076843262,-0.27104517817497253,0.13098536431789398,-0.051797837018966675,13
1,9,1777992992.7105982,True,669,120,1364.5,0.7553275451963162,0.00014873375766910613,-0.11134647578001022,0.32311201095581055,0.1077127134130125,0.017174469435472524,0.311246682425957,0.12840472942878173,0.11143263656766023,-0.016604914819428804,True,OK,0.5875449776649475,-0.05897718667984009,-9.693193435668945,-0.24743828177452087,-0.225713849067688,0.017502903938293457,87
1,10,1777992992.7771475,True,669,120,1356.5,0.7799057331993734,0.0019393634283915162,-0.11129561066627502,0.33152276277542114,0.10914615275913336,0.016987889924041065,0.3195169523024603,0.1286348915818259,0.11148135289883429,-0.01662139843495093,True,OK,0.5949222445487976,-0.10128886252641678,-9.643891334533691,0.09985017776489258,-0.08057644963264465,-0.2631450295448303,151
1,11,1777992992.843662,True,669,120,1366.5,0.7648220128374746,0.001630311948247254,-0.11396438628435135,0.3339914381504059,0.1087369310062582,0.014710974573947377,0.32214198877876526,0.12854537262164256,0.11142063721738102,-0.016673133091786866,True,OK,0.5473456978797913,-0.0492040254175663,-9.646280288696289,0.219736248254776,0.0724048763513565,0.19234830141067505,237
1,12,1777992992.9101944,False,,,1370.5,0.7552050370867577,,,,,,,0.12878331310326274,0.11149954642084897,-0.01670089703703354,True,OK,0.5784379839897156,-0.0657263919711113,-9.651076316833496,-0.1463414877653122,0.13057729601860046,-0.08289366960525513,0
1,13,1777992992.9752202,True,669,120,1342.0,0.765490906381758,-0.0024267244152724743,-0.11233481764793396,0.33530306816101074,0.10482757512904693,0.01696813949439252,0.323297862880968,0.12825941860661993,0.11127793179746828,-0.01671648909930205,True,OK,0.6495476961135864,-0.11852442473173141,-9.73327922821045,0.3145461678504944,0.16104675829410553,0.15921153128147125,2
1,14,1777992993.0432274,True,669,120,1374.5,0.7410587172061007,-1.884456469269935e-05,-0.11467109620571136,0.33571571111679077,0.10688220962090825,0.014070107060021507,0.3237294583680419,0.1285142912907824,0.11133051821234807,-0.01675103272637893,True,OK,0.5546093583106995,-0.1323663890361786,-9.634583473205566,0.1636129766702652,0.339932382106781,0.12525030970573425,284
1,15,1777992993.110239,True,669,121,1362.5,0.7833553727960247,0.0010296882828697562,-0.1129959225654602,0.33354824781417847,0.10789919411444687,0.015371210579637605,0.3214671683175138,0.12866500743182951,0.11135817833008224,-0.01673226310369764,True,OK,0.5687418580055237,-0.12561410665512085,-9.68157958984375,-0.17770256102085114,0.22102266550064087,0.03766804188489914,269
1,16,1777992993.176262,True,669,120,1367.0,0.739363417129951,0.0012151225237175822,-0.11165455728769302,0.3340246379375458,0.10874666383264661,0.016932036971019283,0.3219733980167665,0.12866265198115884,0.11134244770076665,-0.016745811944929818,True,OK,0.6090490818023682,-0.042297184467315674,-9.705012321472168,0.12067299336194992,-0.19432297348976135,0.29080453515052795,210
1,17,1777992993.2442837,False,,,1351.5,0.7413621797562471,,,,,,,0.1286553078280488,0.11131798096778356,-0.016751031480545114,True,OK,0.5711196660995483,-0.10712868720293045,-9.740448951721191,0.0048052649945020676,0.10244645178318024,0.1314927041530609,0
1,18,1777992993.308326,False,,,1368.5,0.7659414010743387,,,,,,,0.1287560251664686,0.11133408069029233,-0.016756987984878968,True,OK,0.5543760061264038,-0.05679721385240555,-9.695658683776855,-0.21662521362304688,-0.07469896227121353,0.22843776643276215,0
1,19,1777992993.37643,True,669,121,1343.5,0.7403268641561904,0.0005803668173030019,-0.11328146606683731,0.33415675163269043,0.10771850680975699,0.015200386916011565,0.32207222502448735,0.12881501068368867,0.11134296781839931,-0.016757088499787385,True,OK,0.5807633399963379,-0.08430418372154236,-9.603941917419434,0.15243001282215118,-0.28509894013404846,0.1395995169878006,289
1,20,1777992993.4429195,False,,,1352.5,0.7689640281989286,,,,,,,0.12864289912873933,0.11126929465622001,-0.016758359989487343,True,OK,0.6661481857299805,-0.13736575841903687,-9.72145938873291,0.038678642362356186,0.06954120844602585,-0.14378614723682404,0
1,21,1777992993.5086372,False,,,1374.5,0.7728352133598342,,,,,,,0.12878498895899015,0.11128404589366717,-0.016756646152680663,True,OK,0.5498046278953552,-0.0775008425116539,-9.620427131652832,0.008169399574398994,0.12993311882019043,-0.08367888629436493,0
1,22,1777992993.5756764,True,669,121,1360.5,0.7415364027162785,0.0036428470630198717,-0.10760696977376938,0.3176814913749695,0.11188854718663417,0.019580707202523515,0.3054690813407442,0.1288102560995376,0.11128465338726778,-0.016739084698626585,True,OK,0.6116206049919128,-0.11833872646093369,-9.693361282348633,-0.02867935039103031,0.04383388161659241,0.22486351430416107,37
1,23,1777992993.6431956,False,,,1382.5,0.7420324997650007,,,,,,,0.12886428373200692,0.11128302219520053,-0.016739133676767517,True,OK,0.5257487297058105,-0.07386130094528198,-9.719176292419434,0.12931932508945465,0.1613578200340271,0.1294577717781067,0
1,24,1777992993.7087362,True,669,121,1357.0,0.7150667473967273,0.00516678299754858,-0.10755936801433563,0.3182854652404785,0.11355788112833329,0.01938165239344173,0.30604869866686174,0.12888603991824626,0.11130707578845533,-0.016776509083855255,True,OK,0.6375203728675842,-0.07320675253868103,-9.716717720031738,-0.1480582356452942,0.221263125538826,0.09868056327104568,140
