point_id_测试点编号,frame_id_帧编号,timestamp_时间戳,found_是否检测到,cx_中心x,cy_中心y,area_面积,circularity_圆度,Xc_m_相机X,Yc_m_相机Y,Zc_m_相机Z,Xr_m_P1参考X,Yr_m_P1参考Y,Zr_m_P1参考Z,camera_ref_x_m_相机相对P1_X,camera_ref_y_m_相机相对P1_Y,camera_ref_z_m_相机相对P1_Z,tracking_ok_跟踪是否正常,tracking_state_跟踪状态,imu_acc_x_IMU加速度X,imu_acc_y_IMU加速度Y,imu_acc_z_IMU加速度Z,imu_gyro_x_IMU角速度X,imu_gyro_y_IMU角速度Y,imu_gyro_z_IMU角速度Z,valid_3d_points_有效3D点数量
1,0,1777994346.957991,False,,,1627.0,0.8377108691267171,,,,,,,0.00012220709338539703,-0.00010285365650316287,-0.00032876274282353784,True,OK,0.7377986907958984,-0.1962868571281433,-9.685089111328125,-0.45359575748443604,-1.0702048540115356,0.4534101188182831,0
1,1,1777994347.0453293,False,,,1615.5,0.8380628026779477,,,,,,,0.00010239889349279594,-7.556950099459577e-05,-0.0002804116535235178,True,OK,0.5236972570419312,-0.21299588680267334,-9.565144538879395,0.37199875712394714,-0.36436566710472107,-0.14883464574813843,0
1,2,1777994347.0904646,False,,,1628.0,0.8382257510876501,,,,,,,9.487793394332301e-05,-5.661803976779746e-05,-0.0002658069494117336,True,OK,0.5568942427635193,-0.19965675473213196,-9.680439949035645,0.34050071239471436,0.35906457901000977,0.7538470029830933,0
1,3,1777994347.1402469,False,,,1628.5,0.8448067324368321,,,,,,,2.991503036499875e-05,-4.9390812647452924e-05,-0.0002740326159051753,True,OK,0.5139164924621582,-0.22390463948249817,-9.69920825958252,0.558090090751648,0.2671995759010315,0.5710620880126953,0
1,4,1777994347.209806,False,,,1615.0,0.8532388186849004,,,,,,,0.00015201951966551096,-3.152796206726911e-05,-0.00025377750483304934,True,OK,0.4663936495780945,-0.18108585476875305,-9.675728797912598,0.8061593174934387,0.23611542582511902,0.5093512535095215,0
1,5,1777994347.2758312,False,,,1625.0,0.8493726504724254,,,,,,,0.00013681769683305655,-3.135302445136538e-05,-0.00026751272682022425,True,OK,0.5236328840255737,-0.17001764476299286,-9.795881271362305,0.25440433621406555,-0.00576774450019002,-0.09501475840806961,0
1,6,1777994347.3373442,False,,,1619.0,0.8335918249452736,,,,,,,0.00013648476859219358,-2.5602651847947557e-05,-0.0002881228338082565,True,OK,0.44245368242263794,-0.2600526809692383,-9.701552391052246,0.4327892065048218,-0.12287627905607224,0.21297359466552734,0
1,7,1777994347.4038246,False,,,1630.5,0.845844256007385,,,,,,,0.0001299552889038584,-2.4259662938347473e-05,-0.0002932295683628577,True,OK,0.5308405756950378,-0.20233751833438873,-9.697016716003418,0.0595436692237854,-0.1799694448709488,0.3081129491329193,0
1,8,1777994347.4701796,False,,,1623.5,0.8550369991957092,,,,,,,0.00011094632852986537,-2.2983284672355533e-05,-0.00028905360924121114,True,OK,0.5069473385810852,-0.209600567817688,-9.694611549377441,-0.003961923532187939,-0.3896794319152832,0.1600051373243332,0
1,9,1777994347.5370595,False,,,1620.5,0.8534570082657155,,,,,,,0.00011633619613339713,-2.0321418039053417e-05,-0.0002924079796978066,True,OK,0.5592989325523376,-0.1946038007736206,-9.652195930480957,0.09819906949996948,-0.12564019858837128,-0.18361546099185944,0
1,10,1777994347.6032865,False,,,1624.5,0.8427316723576225,,,,,,,0.00012367780878743705,-6.8292328973214354e-06,-0.00025458072047174034,True,OK,0.5975922346115112,-0.22028188407421112,-9.624059677124023,-0.1251017302274704,-0.3910893201828003,-0.0232032909989357,0
1,11,1777994347.6900654,False,,,1623.5,0.8422129099221033,,,,,,,0.00012919731012392562,1.1945109607591065e-05,-0.00026690295166918265,True,OK,0.5095304250717163,-0.1669914722442627,-9.722999572753906,0.07034917175769806,0.08414530754089355,-0.09618259966373444,0
1,12,1777994347.7563667,False,,,1619.0,0.846236507903882,,,,,,,0.00013277512160369775,2.8054520788878723e-05,-0.00026594426368373056,True,OK,0.6068599820137024,-0.09688291698694229,-9.668636322021484,0.10093922913074493,0.26387158036231995,0.08313614130020142,0
1,13,1777994347.8234854,False,,,1634.5,0.8608302896121877,,,,,,,8.412837572178728e-05,-3.6975083492160144e-05,-0.0002901247165446658,True,OK,0.4975452721118927,-0.10912290215492249,-9.64052963256836,0.44305285811424255,0.26209014654159546,-0.010269556194543839,0
