point_id_测试点编号,frame_id_帧编号,timestamp_时间戳,found_是否检测到,cx_中心x,cy_中心y,area_面积,circularity_圆度,Xc_m_相机X,Yc_m_相机Y,Zc_m_相机Z,Xr_m_P1参考X,Yr_m_P1参考Y,Zr_m_P1参考Z,camera_ref_x_m_相机相对P1_X,camera_ref_y_m_相机相对P1_Y,camera_ref_z_m_相机相对P1_Z,tracking_ok_跟踪是否正常,tracking_state_跟踪状态,imu_acc_x_IMU加速度X,imu_acc_y_IMU加速度Y,imu_acc_z_IMU加速度Z,imu_gyro_x_IMU角速度X,imu_gyro_y_IMU角速度Y,imu_gyro_z_IMU角速度Z,valid_3d_points_有效3D点数量
1,0,1777994685.6645658,True,661,360,1625.5,0.8692257111871323,0.0027091563679277897,-0.0028017794247716665,0.20395587384700775,0.002578833973730823,-0.0029098231235804395,0.20326024278585375,-9.944052307655306e-05,-5.790761019357785e-05,-0.0006953440375812951,True,OK,0.8463827967643738,-0.21176502108573914,-9.843056678771973,-0.29320770502090454,0.12350230664014816,0.9487788081169128,1500
1,1,1777994685.7777212,True,661,361,1641.5,0.8425573785362201,0.0027121580205857754,-0.0028119238559156656,0.20395150780677795,0.0025999576870066213,-0.002928149685789244,0.20326529980022345,-0.0002651205374270694,-0.00026183248970348423,-0.0006860726710988655,True,OK,0.48054417967796326,-0.08225160837173462,-9.537517547607422,0.33525803685188293,0.14588995277881622,0.3633260428905487,1500
1,2,1777994685.8458593,True,661,361,1621.5,0.8539836697111161,0.0027070296928286552,-0.002813059836626053,0.20372901856899261,0.002437090956245048,-0.0030427524174533377,0.20298086367233245,-0.00025525315924408736,-0.0002678529760637255,-0.0007488728384214243,True,OK,0.613278865814209,-0.21738797426223755,-9.796144485473633,0.7476113438606262,0.9806917905807495,0.6485035419464111,1500
1,3,1777994685.911648,True,661,360,1627.0,0.8634165423043079,0.0026905483100563288,-0.0028100265190005302,0.20336200296878815,0.0024903441010695575,-0.0030248039373051445,0.20268689512351887,-0.0003387718971867048,-0.00025810745589433643,-0.0006738214467464974,True,OK,0.45340144634246826,-0.22030027210712433,-9.753554344177246,0.4132947027683258,-0.3876363933086395,0.6813048720359802,1500
1,4,1777994685.9783597,True,661,361,1623.5,0.8422129047614836,0.002715075621381402,-0.0028166151605546474,0.20374341309070587,0.002420554713608405,-0.003017525611497896,0.20301420856150584,-0.00035877973027542915,-0.00026605745790507734,-0.0007292282836875519,True,OK,0.411111056804657,-0.10035645216703415,-9.64089298248291,0.31582745909690857,0.5894442200660706,0.07742352038621902,1500
1,5,1777994686.0307472,True,661,361,1637.0,0.8465745573151059,0.002676874166354537,-0.0028090043924748898,0.20350080728530884,0.0023163375270522347,-0.0031154800571559405,0.20283327187847283,-0.000355826742519045,-0.00025057314227028353,-0.0006668179820412555,True,OK,0.6249106526374817,-0.18934686481952667,-9.854838371276855,-0.09545361250638962,-0.03578420728445053,-0.05949020013213158,1500
1,6,1777994686.0731628,True,661,361,1630.0,0.865008578619834,0.002707134932279587,-0.002816534833982587,0.20353814959526062,0.002435360083091155,-0.0030089852169767743,0.20285102774019018,-0.00037169126368285046,-0.0002550007818447568,-0.0006866243567693294,True,OK,0.3685590922832489,-0.18026107549667358,-9.511579513549805,0.14638563990592957,-0.303316205739975,0.0374845415353775,1500
1,7,1777994686.1162992,True,661,360,1635.5,0.8394776709079855,0.0024253190495073795,-0.002818906679749489,0.20350295305252075,0.002037628266689901,-0.0030701924658351303,0.20284243401562435,-0.00027829394795726237,-0.00021783432282110196,-0.0006613272905912395,True,OK,0.6180594563484192,-0.17436671257019043,-9.782026290893555,0.06737058609724045,0.2295970469713211,-0.28074023127555847,1500
1,8,1777994686.162934,True,661,361,1626.5,0.8566169835245947,0.0026939886156469584,-0.0028134079184383154,0.20324139297008514,0.0024376665889410684,-0.0030454965443199623,0.20262304251149948,-0.0003152547636831929,-0.00020620623042557325,-0.0006172008207131881,True,OK,0.47520554065704346,-0.18901202082633972,-9.734953880310059,-0.3231879472732544,-0.5994658470153809,0.04649333655834198,1500
1,9,1777994686.2309117,True,661,361,1635.5,0.8613569444003902,0.002713725669309497,-0.0028117799665778875,0.20343293249607086,0.002406747829215866,-0.0029992821875659487,0.2027909144966234,-0.00031360846700048716,-0.00020819862578815737,-0.0006422144468022486,True,OK,0.4349842369556427,-0.15719301998615265,-9.624446868896484,0.15715250372886658,0.26143738627433777,-0.03682073950767517,1500
