point_id_测试点编号,frame_id_帧编号,timestamp_时间戳,found_是否检测到,cx_中心x,cy_中心y,area_面积,circularity_圆度,Xc_m_相机X,Yc_m_相机Y,Zc_m_相机Z,valid_3d_points_有效3D点数量
1,48,1777996085.5208666,True,668,132,1360.5,0.8076022225152018,0.0006667186389677227,-0.06715860217809677,0.21244937181472778,333
1,49,1777996085.588922,True,668,133,1373.0,0.7994065580258278,0.00265125697478652,-0.06538674235343933,0.2118370085954666,286
1,50,1777996085.6548884,True,668,133,1361.5,0.8081958267922846,0.0012871801154688,-0.06708444654941559,0.21246816217899323,505
1,51,1777996085.7219744,True,668,132,1352.5,0.8120745475014967,0.001697167637757957,-0.06684862077236176,0.21222670376300812,470
1,52,1777996085.7881134,True,668,133,1360.5,0.8207669457077509,0.001603475073352456,-0.06636754423379898,0.2118062973022461,412
1,53,1777996085.854845,True,668,133,1352.5,0.8159406724738791,0.0014292597770690918,-0.06656712293624878,0.2121332436800003,414
1,54,1777996085.9209814,True,668,132,1361.0,0.8014327446058694,0.001951022306457162,-0.067072294652462,0.21193675696849823,587
1,55,1777996085.9882348,True,668,132,1363.5,0.8093830406399415,0.004215398337692022,-0.06465750932693481,0.2110937386751175,212
1,56,1777996086.0545075,True,668,133,1359.5,0.807008612944628,0.0030400827527046204,-0.06561073660850525,0.21131940186023712,440
1,57,1777996086.1217327,True,668,132,1361.5,0.8081958254679394,0.0031509422697126865,-0.06475203484296799,0.21092958748340607,218
1,58,1777996086.1878972,True,668,132,1353.5,0.8034469727182217,0.0049793715588748455,-0.0645427331328392,0.21136946976184845,154
1,59,1777996086.2541037,True,668,132,1361.0,0.8373991118020307,0.0028538722544908524,-0.06560511887073517,0.21158979833126068,360
1,60,1777996086.3216195,True,668,133,1360.5,0.8076022211918291,0.003678442444652319,-0.06508633494377136,0.21153728663921356,216
1,61,1777996086.38802,True,668,132,1346.0,0.8016665088888142,0.0014558801194652915,-0.06666237115859985,0.21187222003936768,424
1,62,1777996086.453862,True,668,132,1362.5,0.8087894363667492,0.0012289080768823624,-0.06689224392175674,0.2122710943222046,395
1,63,1777996086.5208995,True,668,132,1362.0,0.7930019911129971,0.002804537070915103,-0.0660317912697792,0.2125590592622757,215
1,64,1777996086.5868793,True,668,132,1356.0,0.8114518001386068,0.0016459329053759575,-0.06678200513124466,0.21236249804496765,438
1,65,1777996086.654658,True,668,132,1362.5,0.8087894350414312,0.001674891565926373,-0.0661887675523758,0.21231427788734436,287
1,66,1777996086.721952,True,668,132,1359.5,0.820163659686216,0.0008878131629899144,-0.0675194263458252,0.21292638778686523,409
1,67,1777996086.7888322,True,668,132,1358.5,0.8195603750225369,0.0015755208441987634,-0.06652931123971939,0.21242736279964447,321
1,68,1777996086.8565576,True,668,132,1371.5,0.8141318960305682,0.0029759672470390797,-0.06509783864021301,0.2114984095096588,259
1,69,1777996086.921455,True,668,133,1363.0,0.7898899791074161,0.0010703374864533544,-0.06697860360145569,0.21211932599544525,416
1,70,1777996086.987487,True,668,132,1364.5,0.8099766475637697,0.0010978712234646082,-0.06683889776468277,0.2121478170156479,332
1,71,1777996087.0553184,True,668,132,1375.5,0.8035141329666541,0.0018189168768003583,-0.06601003557443619,0.21172812581062317,293
1,72,1777996087.1217995,True,668,132,1352.0,0.8223005528932583,0.002785042393952608,-0.06529770791530609,0.21145029366016388,280
1,73,1777996087.2083437,True,668,133,1352.0,0.7961330449992352,0.001621753559447825,-0.06649075448513031,0.211875781416893,431
1,74,1777996087.275863,True,668,132,1364.0,0.7904694996431928,0.0021305284462869167,-0.06688633561134338,0.2116437703371048,636
1,75,1777996087.3447366,True,668,132,1364.5,0.8231800748754152,0.004970821086317301,-0.06444457918405533,0.21076397597789764,167
1,76,1777996087.3880165,True,668,132,1361.0,0.8144438777076941,0.0015907820779830217,-0.06589389592409134,0.21137729287147522,230
1,77,1777996087.4561546,True,668,133,1356.0,0.7984884669061004,0.0020463280379772186,-0.0664290115237236,0.21153700351715088,508
1,78,1777996087.520936,True,668,132,1359.5,0.8070086155894279,0.0008775629103183746,-0.06692244857549667,0.2116241455078125,379
1,79,1777996087.5881639,True,668,132,1364.5,0.8099766475637697,0.0026552025228738785,-0.06688161194324493,0.21135517954826355,722
1,80,1777996087.6558444,True,668,132,1367.0,0.8180343723926654,0.002832539612427354,-0.06520073115825653,0.21091200411319733,253
1,81,1777996087.722104,True,668,133,1351.5,0.8022597588686197,0.0036051429342478514,-0.06471354514360428,0.21131505072116852,187
1,82,1777996087.787932,True,668,132,1358.5,0.7935833875937475,0.002590795746073127,-0.06538271903991699,0.2115204632282257,252
1,83,1777996087.8701313,True,668,132,1371.5,0.8141318960305682,0.002549037104472518,-0.06712055206298828,0.21209105849266052,732
1,84,1777996087.921859,True,668,132,1364.0,0.8162391250501797,0.0027742490638047457,-0.06697101891040802,0.2115931361913681,750
1,85,1777996087.9890933,True,668,132,1358.5,0.8064150073422269,0.001135513768531382,-0.06649350374937057,0.21153049170970917,309
1,86,1777996088.056127,True,668,132,1354.5,0.7912467429098669,0.0017976618837565184,-0.06641997396945953,0.21139979362487793,461
1,87,1777996088.1216955,True,668,132,1363.5,0.7965041963511285,0.0034106082748621702,-0.0651048943400383,0.21105119585990906,336
1,88,1777996088.191103,True,668,132,1368.0,0.7964953919549046,0.0031795320101082325,-0.06507285684347153,0.21108120679855347,306
1,89,1777996088.254235,True,668,133,1368.5,0.8123510752590831,0.0007484512752853334,-0.06679322570562363,0.2113034874200821,292
1,90,1777996088.3221123,True,668,132,1358.0,0.8126486290281834,0.004213426262140274,-0.06452783197164536,0.21084749698638916,225
1,91,1777996088.389222,True,668,132,1370.0,0.8067324507611378,0.001992245437577367,-0.06650128215551376,0.21136169135570526,537
1,92,1777996088.4560487,True,668,132,1362.5,0.7833553727960247,0.002501117065548897,-0.06585194915533066,0.21112166345119476,460
1,93,1777996088.5226316,True,668,132,1354.5,0.8040405783254864,0.0025242045521736145,-0.06697115302085876,0.21115683019161224,734
1,94,1777996088.588666,True,668,133,1354.0,0.8102549645757205,0.0025089518167078495,-0.06697329878807068,0.21114620566368103,761
1,95,1777996088.656177,True,668,132,1365.0,0.8398602407125435,0.0014257803559303284,-0.06619936972856522,0.21086464822292328,383
1,96,1777996088.7221181,True,668,133,1356.5,0.8183538016455298,0.0009477646672166884,-0.06618465483188629,0.211017906665802,299
1,97,1777996088.788197,True,668,133,1357.5,0.8020338539728883,0.0019414066337049007,-0.06555094569921494,0.21105694770812988,229
1,98,1777996088.8549693,True,668,132,1359.5,0.7941675503772343,0.001725833979435265,-0.06614513695240021,0.2114456743001938,214
1,99,1777996088.9220047,True,668,132,1365.0,0.8168375435188417,0.0021958383731544018,-0.0660470500588417,0.21148204803466797,450
1,100,1777996088.9892895,True,668,132,1357.5,0.8150766715218348,0.002992767607793212,-0.0651666596531868,0.21114543080329895,285
1,101,1777996089.0556762,True,668,133,1364.5,0.8099766435819794,0.0016766987973824143,-0.06681527197360992,0.2116139829158783,566
1,102,1777996089.1227036,True,668,132,1367.0,0.7959131610645807,0.0036431492771953344,-0.06458538770675659,0.21087434887886047,171
1,103,1777996089.2099657,True,668,132,1360.5,0.8076022211918291,0.0022794988472014666,-0.06645645201206207,0.2118579000234604,501
1,104,1777996089.2772431,True,668,133,1365.0,0.8037881678082378,0.001790371024981141,-0.06591308861970901,0.21165616810321808,330
1,105,1777996089.3433106,True,668,133,1350.5,0.8147341072061358,0.001592564396560192,-0.06607048958539963,0.2115565538406372,297
1,106,1777996089.38979,True,668,132,1357.5,0.8058213990969714,0.0020916475914418697,-0.06673234701156616,0.211615651845932,593
1,107,1777996089.4576812,True,668,132,1355.5,0.7918309031161758,0.002589156851172447,-0.06676646322011948,0.2114652544260025,678
1,108,1777996089.5230212,True,668,132,1359.5,0.8070086155894279,0.003255627816542983,-0.06516379863023758,0.2111806422472,215
1,109,1777996089.5892363,True,668,133,1356.5,0.8415148412710893,0.0022842553444206715,-0.06543762981891632,0.2112952619791031,268
1,110,1777996089.6550245,True,668,132,1349.5,0.8010725437063447,0.0017396254697814584,-0.06680259853601456,0.21155841648578644,535
1,111,1777996089.7226446,True,668,132,1352.0,0.8183884701161537,0.0015027777990326285,-0.0665726587176323,0.21164681017398834,426
1,112,1777996089.7896924,True,668,132,1363.5,0.8093830406399415,0.001024505472742021,-0.06696641445159912,0.21208471059799194,374
1,113,1777996089.8564324,True,668,133,1359.0,0.8132470461460368,0.0015093963593244553,-0.06655800342559814,0.21180880069732666,424
1,114,1777996089.9225883,True,668,133,1365.0,0.8168375435188417,0.0020856924820691347,-0.06641172617673874,0.21174755692481995,500
1,115,1777996089.9896922,True,668,132,1364.5,0.8099766475637697,0.0010555951157584786,-0.06719242036342621,0.21223606169223785,421
1,116,1777996090.0557,True,668,132,1369.5,0.8037657361255423,0.0025240969844162464,-0.06556609272956848,0.21151521801948547,265
1,117,1777996090.123442,True,668,133,1367.5,0.8117574683352548,0.0023008070420473814,-0.06608494371175766,0.21199554204940796,250
1,118,1777996090.1894863,True,668,133,1342.5,0.8192862123597596,0.0012851713690906763,-0.06670478731393814,0.21229411661624908,384
1,119,1777996090.2578838,True,668,132,1360.5,0.8207669402843006,0.0013283565640449524,-0.06651218235492706,0.21178415417671204,372
1,120,1777996090.3229208,True,668,132,1358.0,0.8126486303652084,0.0013548213755711913,-0.06662005931138992,0.21232251822948456,264
1,121,1777996090.3907886,True,668,133,1359.5,0.8201636556216181,0.0020143617875874043,-0.0669877752661705,0.21206843852996826,609
1,122,1777996090.4562285,True,668,133,1355.5,0.7918309044033404,0.0010818920563906431,-0.06723140925168991,0.21222855150699615,460
1,123,1777996090.5232744,True,668,132,1359.5,0.7816305548870799,0.0010803558398038149,-0.06732562929391861,0.212423637509346,441
1,124,1777996090.590696,True,668,132,1357.5,0.8058213990969714,0.0017830091528594494,-0.06681684404611588,0.21216467022895813,511
1,125,1777996090.656558,True,668,133,1359.0,0.791255291976148,0.00196320959366858,-0.06672164797782898,0.21175923943519592,568
1,126,1777996090.7230475,True,668,132,1353.5,0.8034469700850944,0.0021050365176051855,-0.06735098361968994,0.2114877998828888,692
1,127,1777996090.7898855,True,668,132,1361.5,0.80819582811663,0.0019955739844590425,-0.06614852696657181,0.21076487004756927,486
1,128,1777996090.8564303,True,668,132,1359.5,0.8070086142670281,0.0016874712891876698,-0.06664837151765823,0.21088957786560059,544
1,129,1777996090.9219286,True,668,132,1359.5,0.7852716378831649,0.0014255560236051679,-0.06676679849624634,0.21088483929634094,535
1,130,1777996090.9893029,True,668,133,1365.0,0.8037881704319201,0.0015152880223467946,-0.06662830710411072,0.21098685264587402,513
1,131,1777996091.0558505,True,668,132,1358.0,0.7996661785092068,0.0028494317084550858,-0.06483065336942673,0.2108386605978012,167
1,132,1777996091.1223996,True,668,132,1371.0,0.8204280341661556,0.002004058100283146,-0.06579755991697311,0.21094167232513428,392
1,133,1777996091.2097905,True,668,132,1363.5,0.800244306415347,0.0020764500368386507,-0.06565721333026886,0.21083462238311768,383
1,134,1777996091.2763116,True,668,132,1354.5,0.7912467416236518,0.001981268636882305,-0.06668765842914581,0.21097522974014282,615
1,135,1777996091.3439186,True,668,132,1364.5,0.8099766475637697,0.0007472498691640794,-0.06672791391611099,0.211241215467453,363
1,136,1777996091.3889508,True,668,132,1373.5,0.7933582882597268,0.0013517658226191998,-0.06711279600858688,0.21180298924446106,522
1,137,1777996091.4567542,True,668,132,1374.5,0.7939359062344337,0.001570027437992394,-0.06631576269865036,0.21139754354953766,412
1,138,1777996091.5227878,True,668,132,1363.0,0.7847094033915443,0.004186803940683603,-0.0645822137594223,0.2107473462820053,198
1,139,1777996091.5892391,True,668,132,1369.0,0.8061435936419771,0.0015267268754541874,-0.06658708304166794,0.21150466799736023,464
1,140,1777996091.65925,True,668,132,1361.5,0.8081958267922846,0.0006017510895617306,-0.0677143931388855,0.21212457120418549,433
1,141,1777996091.7234242,True,668,132,1359.0,0.8002550356168348,0.001845983904786408,-0.06699835509061813,0.2118196338415146,593
1,142,1777996091.7906141,True,668,132,1358.5,0.8195603736686675,0.0019242771668359637,-0.06663524359464645,0.2116098552942276,539
1,143,1777996091.8557568,True,668,132,1364.5,0.767212545350442,0.003481315216049552,-0.0671534314751625,0.21161295473575592,835
1,144,1777996091.9237196,True,668,132,1369.0,0.8061435949576625,0.002653982024639845,-0.06514523923397064,0.21069437265396118,241
1,145,1777996091.9893348,True,668,132,1354.5,0.8040405796430228,0.0011646380880847573,-0.0669221431016922,0.2111411690711975,476
1,146,1777996092.0562985,True,668,132,1350.0,0.8040488746088519,0.001752230222336948,-0.06673930585384369,0.21128036081790924,535
1,147,1777996092.1235209,True,668,132,1364.0,0.7904695009230327,0.003463936969637871,-0.06728579103946686,0.21124614775180817,910
1,148,1777996092.191923,True,668,132,1366.5,0.8150035900545743,0.0022484275978058577,-0.06633339077234268,0.2106030434370041,595
1,149,1777996092.2567227,True,668,132,1362.5,0.821973509615645,0.0015588141977787018,-0.06648735702037811,0.21063609421253204,489
1,150,1777996092.3259852,True,668,132,1357.0,0.7864128405346762,0.0016762104351073503,-0.06635227054357529,0.21092644333839417,474
1,151,1777996092.3890934,True,668,132,1363.0,0.8026104588268916,0.001297815702855587,-0.0662001371383667,0.21093426644802094,338
1,152,1777996092.45614,True,668,132,1364.0,0.8069860411396818,0.0011068590683862567,-0.06702405959367752,0.21146425604820251,474
1,153,1777996092.5231698,True,668,132,1350.5,0.7889100956535561,0.0032708884682506323,-0.06712383031845093,0.21147532761096954,799
1,154,1777996092.5905845,True,668,132,1358.5,0.8195603763764062,0.0015703793615102768,-0.06648053973913193,0.21083641052246094,485
1,155,1777996092.6580503,True,668,133,1356.0,0.7984884669061004,0.002196522196754813,-0.06660991162061691,0.21090435981750488,640
1,156,1777996092.7236607,True,668,132,1358.0,0.7996661798143205,0.0034601506777107716,-0.0674799382686615,0.21083034574985504,1002
1,157,1777996092.790722,True,668,133,1366.0,0.8043770249216322,0.004736555274575949,-0.06414857506752014,0.20992890000343323,194
1,158,1777996092.8655226,True,668,132,1358.5,0.8064150086636541,0.0018251995788887143,-0.0662131980061531,0.21031302213668823,512
1,159,1777996092.9235568,True,668,132,1356.5,0.8052277934926249,0.0020373999141156673,-0.06614594906568527,0.21018050611019135,522
1,160,1777996092.991113,True,668,133,1366.0,0.8174359552669356,0.002303868532180786,-0.06671005487442017,0.21048668026924133,715
1,161,1777996093.056635,True,668,132,1364.0,0.8295990812627296,0.004929141607135534,-0.06403186172246933,0.21013936400413513,141
1,162,1777996093.1215494,True,668,132,1372.0,0.7988243271458978,0.001691847457550466,-0.06694993376731873,0.21148881316184998,568
1,163,1777996093.2041276,True,668,132,1362.0,0.8020216030243774,0.0030738513451069593,-0.06540969759225845,0.21143671870231628,136
1,164,1777996093.2756414,True,668,132,1363.0,0.8063944078255179,0.0037527894601225853,-0.0679139792919159,0.21210922300815582,1053
1,165,1777996093.3461576,True,668,132,1360.0,0.800843891419349,0.0017919213278219104,-0.06658018380403519,0.2108413577079773,551
1,166,1777996093.4097075,True,668,132,1362.0,0.8020216004064614,0.002009731251746416,-0.06615734100341797,0.2112092524766922,460
1,167,1777996093.4761677,True,668,132,1351.0,0.8177831504939701,0.0015803943388164043,-0.06699584424495697,0.21131674945354462,554
1,168,1777996093.542305,True,668,133,1355.5,0.8046341839308058,0.0009252149029634893,-0.06682748347520828,0.21123915910720825,415
1,169,1777996093.5932188,True,668,132,1364.0,0.8162391237072474,0.0025505409575998783,-0.0655774176120758,0.21068206429481506,403
1,170,1777996093.6547377,True,668,132,1353.0,0.8189937870319199,0.0045972419902682304,-0.06460266560316086,0.21049530804157257,245
1,171,1777996093.7197692,True,668,133,1354.5,0.7912467416236518,0.0038777710869908333,-0.064580999314785,0.21099531650543213,166
1,172,1777996093.788294,True,668,132,1362.5,0.821973509615645,0.0011332923313602805,-0.0668763592839241,0.21231383085250854,353
1,173,1777996093.8548374,True,668,132,1365.0,0.803788169120079,0.0011945209698751569,-0.06687959283590317,0.2119426131248474,428
1,174,1777996093.9213715,True,668,132,1365.0,0.8168375394870915,0.002003620145842433,-0.0667031779885292,0.21207906305789948,516
1,175,1777996093.9878917,True,668,132,1356.0,0.8114517988035511,0.004043588414788246,-0.0647330954670906,0.2109118103981018,235
1,176,1777996094.054427,True,668,132,1360.0,0.8138454619268655,0.0034660270903259516,-0.06482797861099243,0.21105264127254486,246
1,177,1777996094.1228933,True,668,132,1365.5,0.8105702518311257,0.0021105485502630472,-0.06647574156522751,0.21146509051322937,550
1,178,1777996094.1886976,True,668,132,1359.0,0.8002550356168348,0.0038360191974788904,-0.06396837532520294,0.21113163232803345,45
1,179,1777996094.253892,True,668,132,1360.5,0.8207669416401632,0.00209838361479342,-0.06594205647706985,0.2115975022315979,335
1,180,1777996094.3199337,True,668,133,1366.5,0.8020050225743364,0.000744835939258337,-0.067192941904068,0.21154454350471497,352
1,181,1777996094.3862069,True,668,132,1364.0,0.8162391250501797,0.0018242044607177377,-0.06658299267292023,0.211203470826149,532
1,182,1777996094.455751,True,668,132,1359.5,0.807008612944628,0.0017707827500998974,-0.06605048477649689,0.2112070471048355,383
1,183,1777996094.5213232,True,668,132,1349.0,0.7906476912877419,0.0019407807849347591,-0.06646580994129181,0.21107128262519836,527
1,184,1777996094.5888548,True,668,132,1366.5,0.7982566782363288,0.0022020479664206505,-0.06581217050552368,0.21091054379940033,408
1,185,1777996094.6545293,True,668,132,1366.5,0.8020050225743364,0.001781713915988803,-0.06639844179153442,0.21103934943675995,509
1,186,1777996094.7225585,True,668,132,1366.5,0.8111638600822177,0.0032887435518205166,-0.06460808217525482,0.21068157255649567,197
1,187,1777996094.7876327,True,668,132,1359.5,0.820163659686216,0.004423292353749275,-0.0646655261516571,0.2111630141735077,234
1,188,1777996094.8549194,True,668,132,1363.0,0.8156407079274035,0.001959725981578231,-0.0667761042714119,0.21199794113636017,553
1,189,1777996094.9215438,True,668,133,1363.0,0.8026104575169727,0.0012307054130360484,-0.0664217472076416,0.21183395385742188,283
1,190,1777996094.9870634,True,668,132,1371.0,0.7982420936713016,0.004696079529821873,-0.06457030773162842,0.21128222346305847,159
1,191,1777996095.0546145,True,668,132,1362.5,0.8087894350414312,0.00257213250733912,-0.06708551943302155,0.21202927827835083,715
1,192,1777996095.122137,True,668,133,1374.0,0.7999887953933679,0.0013114497996866703,-0.06661875545978546,0.21150797605514526,303
1,193,1777996095.187648,True,668,132,1359.0,0.80025503431076,0.001477724057622254,-0.06672269105911255,0.21161986887454987,480
1,194,1777996095.2552092,True,668,132,1365.5,0.8014181141398551,0.00123360357247293,-0.06664375960826874,0.21146352589130402,429
1,195,1777996095.3212407,True,668,132,1356.0,0.7984884669061004,0.001494307187385857,-0.0663105845451355,0.21110449731349945,397
1,196,1777996095.3912692,True,668,132,1357.0,0.7990773253159591,0.0018455754034221172,-0.06661821156740189,0.21108680963516235,564
1,197,1777996095.47779,True,668,132,1356.5,0.8183538111086633,0.0025717962998896837,-0.06671978533267975,0.2111971527338028,703
1,198,1777996095.5438159,True,668,132,1368.5,0.8161964250432772,0.0017299037426710129,-0.0663260817527771,0.21082550287246704,484
1,199,1777996095.6101696,True,668,132,1364.0,0.8031993133185258,0.0019704296719282866,-0.06578711420297623,0.21047435700893402,398
1,200,1777996095.6760368,True,668,133,1361.5,0.8043971213142448,0.0020618457347154617,-0.06658986210823059,0.21059894561767578,640
1,201,1777996095.7430737,True,668,132,1362.0,0.8020216017154195,0.0014825460966676474,-0.06606930494308472,0.21049383282661438,409
1,202,1777996095.7971106,True,668,132,1362.5,0.7959200361514664,0.0011689935345202684,-0.0663195326924324,0.21085017919540405,289
1,203,1777996095.8538053,True,668,132,1372.5,0.8055264470517519,0.001929192221723497,-0.0667777732014656,0.21121250092983246,616
1,204,1777996095.9214838,True,668,132,1363.5,0.8225767915666023,0.0025049203541129827,-0.06673730164766312,0.2110104262828827,695
1,205,1777996095.9880068,True,668,132,1362.0,0.8020216017154195,0.0013103755190968513,-0.06604060530662537,0.21080388128757477,325
1,206,1777996096.0535567,True,668,132,1359.5,0.8070086142670281,0.0035600734408944845,-0.06477060914039612,0.21053260564804077,170
1,207,1777996096.121093,True,668,132,1358.0,0.825949817071941,0.0017841358203440905,-0.0665178969502449,0.21137936413288116,481
1,208,1777996096.1876252,True,668,132,1362.0,0.8058027771497409,0.0009761933470144868,-0.06683283299207687,0.21157550811767578,404
1,209,1777996096.253835,True,668,132,1356.0,0.8114517974684952,0.0028607917483896017,-0.06528142839670181,0.2109549194574356,347
1,210,1777996096.3208766,True,668,132,1359.5,0.8070086155894279,0.0019150666194036603,-0.06718020141124725,0.21163293719291687,648
1,211,1777996096.3874066,True,668,132,1361.5,0.80819582811663,0.0017211799276992679,-0.06628958135843277,0.21136000752449036,437
1,212,1777996096.454944,True,668,132,1357.0,0.8120502132483393,0.0005823169485665858,-0.0673442855477333,0.21200771629810333,372
1,213,1777996096.5209658,True,668,132,1358.5,0.8064150060207996,0.004060274455696344,-0.06783716380596161,0.21195673942565918,1073
1,214,1777996096.5885148,True,668,132,1349.0,0.8165725180176493,0.002686034422367811,-0.06489349901676178,0.2107279747724533,161
