point_id_测试点编号,frame_id_帧编号,timestamp_时间戳,found_是否检测到,cx_中心x,cy_中心y,area_面积,circularity_圆度,Xc_m_相机X,Yc_m_相机Y,Zc_m_相机Z,valid_3d_points_有效3D点数量
1,0,1778001616.8840902,True,668,372,1726.0,0.812386440215504,0.00465164752677083,0.00042431801557540894,0.2034226357936859,1500
1,1,1778001617.0049407,True,668,372,1718.5,0.8030878283053899,0.00466289184987545,0.00043907752842642367,0.20347660779953003,1500
1,2,1778001617.051875,True,668,372,1717.5,0.7912736288392564,0.004650157876312733,0.0004426504310686141,0.20346595346927643,1500
1,3,1778001617.1125765,True,668,372,1712.5,0.8201681172916985,0.004655465483665466,0.00044393897405825555,0.20342981815338135,1500
1,4,1778001617.1752412,True,668,372,1720.5,0.8360496164761393,0.004564341157674789,0.00044535318738780916,0.2034844607114792,1500
1,5,1778001617.2381146,True,668,372,1724.0,0.8114450897886034,0.004641826264560223,0.0004346297646407038,0.20337286591529846,1500
1,6,1778001617.3039713,True,668,372,1716.0,0.8278209251166473,0.004560489673167467,0.00044359208550304174,0.2034721076488495,1500
1,7,1778001617.369047,True,668,372,1726.0,0.8008607598917176,0.004640553612262011,0.00045165172195993364,0.20335912704467773,1500
1,8,1778001617.4360754,True,668,372,1716.0,0.8243120629813075,0.004446168430149555,0.0004199526156298816,0.20329488813877106,1500
1,9,1778001617.5031075,True,668,372,1724.0,0.8114450897886034,0.004541156813502312,0.00043688181904144585,0.20318835973739624,1500
1,10,1778001617.5707357,True,668,372,1719.5,0.8035551473791782,0.0046464488841593266,0.00043309980537742376,0.203207328915596,1500
1,11,1778001617.6360264,True,668,372,1733.0,0.8156811708536896,0.004665512591600418,0.00041399543988518417,0.20314015448093414,1500
1,12,1778001617.7024548,True,668,372,1724.0,0.7999327648050905,0.0046319905668497086,0.0004284951719455421,0.2030809372663498,1500
1,13,1778001617.7694907,True,668,372,1724.0,0.8114450886045937,0.004627055022865534,0.00018020765855908394,0.20300349593162537,1500
1,14,1778001617.8358915,True,668,372,1727.5,0.8189539100879875,0.004655763506889343,0.0004280362627469003,0.2031039148569107,1500
1,15,1778001617.9014134,True,668,372,1709.5,0.8393297677962,0.0044297948479652405,0.00041063042590394616,0.20322655141353607,1500
1,16,1778001617.968964,True,668,372,1722.0,0.8222527353876239,0.004652323201298714,0.0004293067613616586,0.20310933887958527,1500
1,17,1778001618.0360034,True,668,372,1712.5,0.8286220752680091,0.004426916595548391,0.00040558891487307847,0.20339380204677582,1500
1,18,1778001618.1020515,True,668,372,1718.0,0.816883275325199,0.004454063251614571,0.0004123616963624954,0.20326028764247894,1500
1,19,1778001618.1696146,True,668,372,1725.0,0.8119157632253523,0.004645081236958504,0.00041522292303852737,0.20329570770263672,1500
1,20,1778001618.2351248,True,668,372,1709.0,0.8209494858459614,0.004645046778023243,0.00043794099474325776,0.2032463699579239,1500
1,21,1778001618.3016691,True,668,372,1730.0,0.8504630844938663,0.004637605976313353,0.0004288957570679486,0.20336996018886566,1500
1,22,1778001618.3687067,True,668,372,1710.0,0.8334605541992148,0.004431372974067926,0.0004135293129365891,0.20326092839241028,1500
1,23,1778001618.4353116,True,668,372,1725.5,0.8063590629942942,0.004639764782041311,0.00041645331657491624,0.20314139127731323,1500
1,24,1778001618.5238707,True,668,372,1718.5,0.8230416990165161,0.004450162872672081,0.00041626024176366627,0.20316319167613983,1500
1,25,1778001618.5919232,True,668,372,1709.5,0.8271704708809574,0.004424597602337599,0.0004081968800164759,0.2031279057264328,1500
1,26,1778001618.6577191,True,668,372,1725.0,0.8119157632253523,0.004648036789149046,0.00042758157360367477,0.2030639797449112,1500
1,27,1778001618.7022288,True,668,372,1714.0,0.8354101670497741,0.004425300285220146,0.00040761471609584987,0.20319727063179016,1500
1,28,1778001618.7693026,True,668,372,1723.5,0.8170576335569971,0.004641855135560036,0.0004153002519160509,0.20332443714141846,1500
1,29,1778001618.8369153,True,668,372,1717.5,0.8225627663076251,0.004431612323969603,0.000414823938626796,0.20336683094501495,1500
1,30,1778001618.9039547,True,668,372,1731.0,0.8147398180539623,0.004666232969611883,0.0004217886016704142,0.20325879752635956,1500
1,31,1778001618.9699867,True,668,372,1728.0,0.8133277930131709,0.0046744500286877155,0.0004265439056325704,0.2033199965953827,1500
1,32,1778001619.037027,True,668,372,1718.0,0.8168832777212364,0.004638271871954203,0.0004503765667323023,0.20337985455989838,1500
1,33,1778001619.1028674,True,668,372,1720.5,0.8239995571658044,0.004641585983335972,0.0004406478547025472,0.20335279405117035,1500
1,34,1778001619.1700597,True,668,372,1715.0,0.7845465558795822,0.004413980059325695,0.00042189445230178535,0.20332396030426025,1500
1,35,1778001619.2362506,True,668,372,1725.5,0.7949593261252345,0.004633669275790453,0.0004280308785382658,0.20329053699970245,1500
1,36,1778001619.3045828,True,668,372,1720.0,0.8297505788484694,0.004554993472993374,0.00045017688535153866,0.20340530574321747,1500
1,37,1778001619.3690274,True,668,372,1710.0,0.8214298529708833,0.004440969787538052,0.0004188201855868101,0.203276589512825,1500
1,38,1778001619.4361067,True,668,372,1731.5,0.8091629750881771,0.004558319225907326,0.00043272634502500296,0.2033156305551529,1500
1,39,1778001619.5025816,True,668,372,1714.0,0.8354101682902245,0.004433203022927046,0.00041257115663029253,0.20337070524692535,1500
1,40,1778001619.5696087,True,668,373,1724.0,0.8114450886045937,0.004658541176468134,0.0004329633084125817,0.20328065752983093,1500
1,41,1778001619.6371284,True,668,373,1724.5,0.8058917404047086,0.0044317119754850864,0.00043494871351867914,0.2034527063369751,1500
1,42,1778001619.703168,True,668,372,1725.5,0.8180057736186136,0.004664094187319279,0.000423919758759439,0.20338174700737,1500
1,43,1778001619.7691982,True,668,372,1725.0,0.8321626457139428,0.004450669977813959,0.0003944928466808051,0.20326672494411469,1500
1,44,1778001619.8371277,True,668,372,1727.5,0.8072936987957413,0.0046526603400707245,0.00042287420365028083,0.2031201422214508,1500
1,45,1778001619.9036636,True,668,373,1723.5,0.805424421332279,0.004621559288352728,0.00043714389903470874,0.2033711075782776,1500
1,46,1778001619.9701886,True,668,372,1724.5,0.8175317023899284,0.004626750014722347,0.00042183403274975717,0.20343464612960815,1500
1,47,1778001620.041388,True,668,372,1719.0,0.829268165721232,0.004656139761209488,0.00017259370360989124,0.2034861445426941,1500
1,48,1778001620.1038914,True,668,372,1712.0,0.8223905908532978,0.004669189453125,0.00040705627179704607,0.20339904725551605,1500
1,49,1778001620.1709254,True,668,373,1727.0,0.8246402300240474,0.004653361160308123,0.0004346422792878002,0.20341496169567108,1500
1,50,1778001620.2404072,True,668,372,1717.0,0.828303338243172,0.004659751895815134,0.00043465837370604277,0.2033921629190445,1500
1,51,1778001620.303735,True,668,372,1714.0,0.8354101682902245,0.004640453029423952,0.00040659107617102563,0.20316678285598755,1500
1,52,1778001620.3697822,True,668,372,1708.0,0.8324857465334848,0.0044328984804451466,0.0001661064161453396,0.2032223790884018,1500
1,53,1778001620.4378092,True,668,372,1730.5,0.8203761153875158,0.0046676285564899445,0.0004249284684192389,0.20311960577964783,1500
1,54,1778001620.5238397,True,668,373,1719.0,0.8090917095773184,0.004653035197407007,0.00043075173744000494,0.20359928905963898,1500
1,55,1778001620.590861,True,668,372,1713.5,0.8089036129892424,0.004609416704624891,0.00017993335495702922,0.2031518965959549,1500
1,56,1778001620.6573167,True,668,372,1728.5,0.8228930340031214,0.004665443208068609,0.00016551243606954813,0.2030983567237854,1500
1,57,1778001620.705853,True,668,372,1711.5,0.8281382059123772,0.004422943107783794,0.0004193616332486272,0.20320749282836914,1500
